title,url,date,category
Lilly Announces Details of Presentations at 2023 American Association for Cancer Research (AACR) Annual Meeting,https://lilly.mediaroom.com/2023-03-14-Lilly-Announces-Details-of-Presentations-at-2023-American-Association-for-Cancer-Research-AACR-Annual-Meeting,"March 14, 2023",clinical trial update
Lilly Provides Update on A4 Study of Solanezumab for Preclinical Alzheimer's Disease,https://lilly.mediaroom.com/2023-03-08-Lilly-Provides-Update-on-A4-Study-of-Solanezumab-for-Preclinical-Alzheimers-Disease,"March 08, 2023",clinical trial update
US FDA accepts supplemental New Drug Application for Jardiance® for children 10 years and older with type 2 diabetes,https://lilly.mediaroom.com/2023-03-08-US-FDA-accepts-supplemental-New-Drug-Application-for-Jardiance-R-for-children-10-years-and-older-with-type-2-diabetes,"March 08, 2023",regulatory approval
"Intensive education at clinics about multidisciplinary care improved likelihood that adults with type 2 diabetes and cardiovascular disease were receiving guideline-directed medicines, according to real-world study","https://lilly.mediaroom.com/2023-03-06-Intensive-education-at-clinics-about-multidisciplinary-care-improved-likelihood-that-adults-with-type-2-diabetes-and-cardiovascular-disease-were-receiving-guideline-directed-medicines,-according-to-real-world-study","March 06, 2023",clinical trial update
"U.S. FDA Broadens Indication for Verzenio® (abemaciclib) in HR+, HER2-, Node-Positive, High Risk Early Breast Cancer","https://lilly.mediaroom.com/2023-03-03-U-S-FDA-Broadens-Indication-for-Verzenio-R-abemaciclib-in-HR-,-HER2-,-Node-Positive,-High-Risk-Early-Breast-Cancer","March 03, 2023",regulatory approval
Lilly Cuts Insulin Prices by 70% and Caps Patient Insulin Out-of-Pocket Costs at $35 Per Month,https://lilly.mediaroom.com/2023-03-01-Lilly-Cuts-Insulin-Prices-by-70-and-Caps-Patient-Insulin-Out-of-Pocket-Costs-at-35-Per-Month,"March 01, 2023",commercialized drug update
Lilly to Participate in Cowen's 43rd Annual Health Care Conference,https://lilly.mediaroom.com/2023-02-21-Lilly-to-Participate-in-Cowens-43rd-Annual-Health-Care-Conference,"February 21, 2023",management update
Lilly and IABL Collaborate to Ensure Patient Access to High-Quality Affordable Insulin in Bangladesh,https://lilly.mediaroom.com/2023-02-13-Lilly-and-IABL-Collaborate-to-Ensure-Patient-Access-to-High-Quality-Affordable-Insulin-in-Bangladesh,"February 13, 2023",commercialized drug update
Lilly to Participate in SVB Securities Global Biopharma Conference,https://lilly.mediaroom.com/2023-02-07-Lilly-to-Participate-in-SVB-Securities-Global-Biopharma-Conference,"February 07, 2023",management update
Lilly to Participate in Guggenheim Oncology Conference,https://lilly.mediaroom.com/2023-02-03-Lilly-to-Participate-in-Guggenheim-Oncology-Conference,"February 03, 2023",management update
"Lilly Reports Fourth-Quarter 2022 Financial Results, Core Business Growth and Pipeline Advancements Support Strong Long-Term Outlook","https://lilly.mediaroom.com/2023-02-02-Lilly-Reports-Fourth-Quarter-2022-Financial-Results,-Core-Business-Growth-and-Pipeline-Advancements-Support-Strong-Long-Term-Outlook","February 02, 2023",financial news
"U.S. FDA Approves Jaypirca™ (pirtobrutinib), the First and Only Non-Covalent (Reversible) BTK Inhibitor, for Adult Patients with Relapsed or Refractory Mantle Cell Lymphoma After at Least Two Lines of Systemic Therapy, Including a BTK Inhibitor","https://lilly.mediaroom.com/2023-01-27-U-S-FDA-Approves-Jaypirca-TM-pirtobrutinib-,-the-First-and-Only-Non-Covalent-Reversible-BTK-Inhibitor,-for-Adult-Patients-with-Relapsed-or-Refractory-Mantle-Cell-Lymphoma-After-at-Least-Two-Lines-of-Systemic-Therapy,-Including-a-BTK-Inhibitor","January 27, 2023",regulatory approval
Lilly Supports Direct Relief's Efforts to Expand Access to Medicines by Improving Cold Chain Capacity,https://lilly.mediaroom.com/2023-01-26-Lilly-Supports-Direct-Reliefs-Efforts-to-Expand-Access-to-Medicines-by-Improving-Cold-Chain-Capacity,"January 26, 2023",commercialized drug update
Lilly Plans to Invest Additional $450 million at Manufacturing Site in Research Triangle Park,https://lilly.mediaroom.com/2023-01-24-Lilly-Plans-to-Invest-Additional-450-million-at-Manufacturing-Site-in-Research-Triangle-Park,"January 24, 2023",management update
US FDA accepts supplemental New Drug Application for Jardiance® for adults with chronic kidney disease,https://lilly.mediaroom.com/2023-01-20-US-FDA-accepts-supplemental-New-Drug-Application-for-Jardiance-R-for-adults-with-chronic-kidney-disease,"January 20, 2023",regulatory approval
U.S. Food and Drug Administration Issues Complete Response Letter for Accelerated Approval of Donanemab,https://lilly.mediaroom.com/2023-01-19-U-S-Food-and-Drug-Administration-Issues-Complete-Response-Letter-for-Accelerated-Approval-of-Donanemab,"January 19, 2023",regulatory approval
Lilly Confirms Date and Conference Call for Fourth-Quarter 2022 Financial Results Announcement,https://lilly.mediaroom.com/2023-01-19-Lilly-Confirms-Date-and-Conference-Call-for-Fourth-Quarter-2022-Financial-Results-Announcement,"January 19, 2023",financial news
Lilly to Participate in the J.P. Morgan Healthcare Conference,https://lilly.mediaroom.com/2023-01-04-Lilly-to-Participate-in-the-J-P-Morgan-Healthcare-Conference,"January 04, 2023",management update
Lilly and ProQR to Expand RNA Editing Collaboration,https://lilly.mediaroom.com/2022-12-22-Lilly-and-ProQR-to-Expand-RNA-Editing-Collaboration,"December 22, 2022",management update
Lilly and EVA Pharma Announce Collaboration to Enhance Sustainable Access to Affordable Insulin in Africa,https://lilly.mediaroom.com/2022-12-14-Lilly-and-EVA-Pharma-Announce-Collaboration-to-Enhance-Sustainable-Access-to-Affordable-Insulin-in-Africa,"December 14, 2022",commercialized drug update
"Lilly Announces 2023 Financial Guidance, Plans to Launch up to Four New Medicines","https://lilly.mediaroom.com/2022-12-13-Lilly-Announces-2023-Financial-Guidance,-Plans-to-Launch-up-to-Four-New-Medicines","December 13, 2022",financial news
Loxo@Lilly Presents Updated Pirtobrutinib Data from the Phase 1/2 BRUIN Clinical Trial at the 2022 American Society of Hematology Annual Meeting,https://lilly.mediaroom.com/2022-12-12-Loxo-Lilly-Presents-Updated-Pirtobrutinib-Data-from-the-Phase-1-2-BRUIN-Clinical-Trial-at-the-2022-American-Society-of-Hematology-Annual-Meeting,"December 12, 2022",clinical trial update
"Lilly Announces 15% Dividend Increase, First-Quarter 2023 Dividend","https://lilly.mediaroom.com/2022-12-12-Lilly-Announces-15-Dividend-Increase,-First-Quarter-2023-Dividend","December 12, 2022",financial news
Phase III trial demonstrated Jardiance® is the first SGLT2 inhibitor to show statistically significant reduction in blood sugar levels in children and adolescents with type 2 diabetes,https://lilly.mediaroom.com/2022-12-07-Phase-III-trial-demonstrated-Jardiance-R-is-the-first-SGLT2-inhibitor-to-show-statistically-significant-reduction-in-blood-sugar-levels-in-children-and-adolescents-with-type-2-diabetes,"December 07, 2022",clinical trial update
Lilly Announces Updated Data from the Verzenio® (abemaciclib) Phase 3 monarchE Trial Presented at SABCS and Simultaneously Published in The Lancet Oncology,https://lilly.mediaroom.com/2022-12-06-Lilly-Announces-Updated-Data-from-the-Verzenio-R-abemaciclib-Phase-3-monarchE-Trial-Presented-at-SABCS-and-Simultaneously-Published-in-The-Lancet-Oncology,"December 06, 2022",clinical trial update
Lilly Completes Acquisition of Akouos Expanding Efforts to Help People with Genetic Diseases,https://lilly.mediaroom.com/2022-12-01-Lilly-Completes-Acquisition-of-Akouos-Expanding-Efforts-to-Help-People-with-Genetic-Diseases,"December 01, 2022",management update
Lilly Shares Positive Donanemab Data in First Active Comparator Study in Early Symptomatic Alzheimer's Disease,https://lilly.mediaroom.com/2022-11-30-Lilly-Shares-Positive-Donanemab-Data-in-First-Active-Comparator-Study-in-Early-Symptomatic-Alzheimers-Disease,"November 30, 2022",clinical trial update
Lilly and Akouos Announce Expiration of Akouos Tender Offer,https://lilly.mediaroom.com/2022-11-30-Lilly-and-Akouos-Announce-Expiration-of-Akouos-Tender-Offer,"November 30, 2022",management update
Lilly Confirms Date and Conference Call for 2023 Financial Guidance Announcement,https://lilly.mediaroom.com/2022-11-29-Lilly-Confirms-Date-and-Conference-Call-for-2023-Financial-Guidance-Announcement,"November 29, 2022",financial news
Lilly Announces Details of Presentations at 2022 San Antonio Breast Cancer Symposium,https://lilly.mediaroom.com/2022-11-21-Lilly-Announces-Details-of-Presentations-at-2022-San-Antonio-Breast-Cancer-Symposium,"November 21, 2022",clinical trial update
Lilly to Participate in Evercore ISI HealthCONx Conference,https://lilly.mediaroom.com/2022-11-16-Lilly-to-Participate-in-Evercore-ISI-HealthCONx-Conference,"November 16, 2022",management update
Lilly to begin rollout of Tempo® Personalized Diabetes Management Platform,https://lilly.mediaroom.com/2022-11-07-Lilly-to-begin-rollout-of-Tempo-R-Personalized-Diabetes-Management-Platform,"November 07, 2022",commercialized drug update
Landmark EMPA-KIDNEY trial showed significant benefit of Jardiance® in reducing kidney disease progression or cardiovascular death by 28% vs. placebo in people with chronic kidney disease,https://lilly.mediaroom.com/2022-11-04-Landmark-EMPA-KIDNEY-trial-showed-significant-benefit-of-Jardiance-R-in-reducing-kidney-disease-progression-or-cardiovascular-death-by-28-vs-placebo-in-people-with-chronic-kidney-disease,"November 04, 2022",clinical trial update
Loxo@Lilly Announces Details of Presentations at the 2022 American Society of Hematology Annual Meeting,https://lilly.mediaroom.com/2022-11-03-Loxo-Lilly-Announces-Details-of-Presentations-at-the-2022-American-Society-of-Hematology-Annual-Meeting,"November 03, 2022",clinical trial update
Lilly Reports Solid Third-Quarter 2022 Financial Results and Continued Pipeline Progress,https://lilly.mediaroom.com/2022-11-01-Lilly-Reports-Solid-Third-Quarter-2022-Financial-Results-and-Continued-Pipeline-Progress,"November 01, 2022",financial news
Lilly commits $92.5 million to Purdue to establish an innovative pharmaceutical manufacturing scholarship program and to extend research collaboration,https://lilly.mediaroom.com/2022-10-27-Lilly-commits-92-5-million-to-Purdue-to-establish-an-innovative-pharmaceutical-manufacturing-scholarship-program-and-to-extend-research-collaboration,"October 27, 2022",management update
Lilly Confirms Date and Conference Call for Third-Quarter 2022 Financial Results Announcement,https://lilly.mediaroom.com/2022-10-19-Lilly-Confirms-Date-and-Conference-Call-for-Third-Quarter-2022-Financial-Results-Announcement,"October 19, 2022",financial news
Lilly to Acquire Akouos to Discover and Develop Treatments for Hearing Loss,https://lilly.mediaroom.com/2022-10-18-Lilly-to-Acquire-Akouos-to-Discover-and-Develop-Treatments-for-Hearing-Loss,"October 18, 2022",management update
Lilly Declares Fourth-Quarter 2022 Dividend,https://lilly.mediaroom.com/2022-10-17-Lilly-Declares-Fourth-Quarter-2022-Dividend,"October 17, 2022",financial news
"Lilly receives U.S. FDA Fast Track designation for tirzepatide for the treatment of adults with obesity, or overweight with weight-related comorbidities","https://lilly.mediaroom.com/2022-10-06-Lilly-receives-U-S-FDA-Fast-Track-designation-for-tirzepatide-for-the-treatment-of-adults-with-obesity,-or-overweight-with-weight-related-comorbidities","October 06, 2022",regulatory approval
"FDA Approves Lilly's Retevmo® (selpercatinib), the First and Only RET Inhibitor for Adults with Advanced or Metastatic Solid Tumors with a RET Gene Fusion, Regardless of Type","https://lilly.mediaroom.com/2022-09-21-FDA-Approves-Lillys-Retevmo-R-selpercatinib-,-the-First-and-Only-RET-Inhibitor-for-Adults-with-Advanced-or-Metastatic-Solid-Tumors-with-a-RET-Gene-Fusion,-Regardless-of-Type","September 21, 2022",regulatory approval
Lebrikizumab Dosed Every Four Weeks Maintained Durable Skin Clearance in Lilly's Phase 3 Monotherapy Atopic Dermatitis Trials,https://lilly.mediaroom.com/2022-09-08-Lebrikizumab-Dosed-Every-Four-Weeks-Maintained-Durable-Skin-Clearance-in-Lillys-Phase-3-Monotherapy-Atopic-Dermatitis-Trials,"September 08, 2022",clinical trial update
Lilly Announces Details of Presentations at ESMO Congress 2022,https://lilly.mediaroom.com/2022-09-07-Lilly-Announces-Details-of-Presentations-at-ESMO-Congress-2022,"September 07, 2022",clinical trial update
Lilly to Participate in Morgan Stanley 20th Annual Global Healthcare Conference,https://lilly.mediaroom.com/2022-08-31-Lilly-to-Participate-in-Morgan-Stanley-20th-Annual-Global-Healthcare-Conference,"August 31, 2022",management update
Lilly to Participate in Citi's 17th Annual BioPharma Conference,https://lilly.mediaroom.com/2022-08-25-Lilly-to-Participate-in-Citis-17th-Annual-BioPharma-Conference,"August 25, 2022",management update
Lilly Announces Leadership Transition in Human Resources and New Chief Commercial Officer for Loxo@Lilly,https://lilly.mediaroom.com/2022-08-11-Lilly-Announces-Leadership-Transition-in-Human-Resources-and-New-Chief-Commercial-Officer-for-Loxo-Lilly,"August 11, 2022",management update
"Lilly's Taltz® (ixekizumab) Now Available in New, Citrate-Free Formulation to Reduce Injection Site Pain for Improved Patient Experience","https://lilly.mediaroom.com/2022-08-08-Lillys-Taltz-R-ixekizumab-Now-Available-in-New,-Citrate-Free-Formulation-to-Reduce-Injection-Site-Pain-for-Improved-Patient-Experience","August 08, 2022",commercialized drug update
Lilly Updates Conference Call Start Time for Second-Quarter 2022 Financial Results,https://lilly.mediaroom.com/2022-08-04-Lilly-Updates-Conference-Call-Start-Time-for-Second-Quarter-2022-Financial-Results,"August 04, 2022",financial news
"Lilly Reports Second-Quarter Financial Results, Highlights Momentum of New Medicines and Pipeline Advancements","https://lilly.mediaroom.com/2022-08-04-Lilly-Reports-Second-Quarter-Financial-Results,-Highlights-Momentum-of-New-Medicines-and-Pipeline-Advancements",2022-08-04,Financial news
Lilly Confirms Date and Conference Call for Second-Quarter 2022 Financial Results Announcement,https://lilly.mediaroom.com/2022-07-21-Lilly-Confirms-Date-and-Conference-Call-for-Second-Quarter-2022-Financial-Results-Announcement,2022-07-21,Financial news
"Lilly will supply an additional 150,000 doses of bebtelovimab to U.S. government in ongoing effort to provide COVID-19 treatment options","https://lilly.mediaroom.com/2022-06-29-Lilly-will-supply-an-additional-150,000-doses-of-bebtelovimab-to-U-S-government-in-ongoing-effort-to-provide-COVID-19-treatment-options",2022-06-29,Commercialized drug update
Lilly Declares Third-Quarter 2022 Dividend,https://lilly.mediaroom.com/2022-06-27-Lilly-Declares-Third-Quarter-2022-Dividend,2022-06-27,Financial news
FDA Approves Lilly and Incyte's OLUMIANT® (baricitinib) As First and Only Systemic Medicine for Adults with Severe Alopecia Areata,https://lilly.mediaroom.com/2022-06-13-FDA-Approves-Lilly-and-Incytes-OLUMIANT-R-baricitinib-As-First-and-Only-Systemic-Medicine-for-Adults-with-Severe-Alopecia-Areata,2022-06-13,Regulatory approval
Eight out of Ten Patients Maintained Skin Clearance at One Year in Lilly's Lebrikizumab Atopic Dermatitis Monotherapy Trials,https://lilly.mediaroom.com/2022-06-07-Eight-out-of-Ten-Patients-Maintained-Skin-Clearance-at-One-Year-in-Lillys-Lebrikizumab-Atopic-Dermatitis-Monotherapy-Trials,2022-06-07,Clinical trial update
New analyses of Mounjaro™ (tirzepatide) injection for the treatment of adults with type 2 diabetes presented at the American Diabetes Association's® 82nd Scientific Sessions®,https://lilly.mediaroom.com/2022-06-06-New-analyses-of-Mounjaro-TM-tirzepatide-injection-for-the-treatment-of-adults-with-type-2-diabetes-presented-at-the-American-Diabetes-Associations-R-82nd-Scientific-Sessions-R,2022-06-06,Clinical trial update
Jardiance® decreased relative risk of hospitalization for heart failure by 50% versus DPP-4 inhibitors and by 30% versus GLP-1 receptor agonists in adults with type 2 diabetes in real-world evidence study,https://lilly.mediaroom.com/2022-06-05-Jardiance-R-decreased-relative-risk-of-hospitalization-for-heart-failure-by-50-versus-DPP-4-inhibitors-and-by-30-versus-GLP-1-receptor-agonists-in-adults-with-type-2-diabetes-in-real-world-evidence-study,2022-06-05,Clinical trial update
Lilly's AWARD-PEDS trial investigating use of Trulicity® (dulaglutide) in youth and adolescents with type 2 diabetes showed superiority in A1C reduction vs placebo,https://lilly.mediaroom.com/2022-06-04-Lillys-AWARD-PEDS-trial-investigating-use-of-Trulicity-R-dulaglutide-in-youth-and-adolescents-with-type-2-diabetes-showed-superiority-in-A1C-reduction-vs-placebo,2022-06-04,Clinical trial update
Lilly's SURMOUNT-1 results published in The New England Journal of Medicine show tirzepatide achieved between 16.0% and 22.5% weight loss in adults with obesity or overweight,https://lilly.mediaroom.com/2022-06-04-Lillys-SURMOUNT-1-results-published-in-The-New-England-Journal-of-Medicine-show-tirzepatide-achieved-between-16-0-and-22-5-weight-loss-in-adults-with-obesity-or-overweight,2022-06-04,Clinical trial update
Lilly to Participate in Goldman Sachs Global Healthcare Conference,https://lilly.mediaroom.com/2022-06-03-Lilly-to-Participate-in-Goldman-Sachs-Global-Healthcare-Conference,2022-06-03,Management update
Lilly Announces Details of Presentations at 2022 American Society of Clinical Oncology (ASCO) Annual Meeting,https://lilly.mediaroom.com/2022-05-26-Lilly-Announces-Details-of-Presentations-at-2022-American-Society-of-Clinical-Oncology-ASCO-Annual-Meeting,2022-05-26,Clinical trial update
Lilly plans to invest $2.1 billion in new manufacturing sites in Indiana,https://lilly.mediaroom.com/2022-05-25-Lilly-plans-to-invest-2-1-billion-in-new-manufacturing-sites-in-Indiana,2022-05-25,Management update
Fifty Percent of Patients with Ulcerative Colitis Treated with Mirikizumab Achieved Clinical Remission at One Year in Lilly's Pivotal Phase 3 Study,https://lilly.mediaroom.com/2022-05-24-Fifty-Percent-of-Patients-with-Ulcerative-Colitis-Treated-with-Mirikizumab-Achieved-Clinical-Remission-at-One-Year-in-Lillys-Pivotal-Phase-3-Study,2022-05-24,Clinical trial update
Lilly Announces Webcast to Provide Diabetes and Obesity Portfolio Update at ADA,https://lilly.mediaroom.com/2022-05-23-Lilly-Announces-Webcast-to-Provide-Diabetes-and-Obesity-Portfolio-Update-at-ADA,2022-05-23,Management update
CHMP Recommends Approval of Lilly and Incyte's OLUMIANT® (baricitinib) as the First and Only Centrally-Authorized Treatment for Adults with Severe Alopecia Areata (AA),https://lilly.mediaroom.com/2022-05-20-CHMP-Recommends-Approval-of-Lilly-and-Incytes-OLUMIANT-R-baricitinib-as-the-First-and-Only-Centrally-Authorized-Treatment-for-Adults-with-Severe-Alopecia-Areata-AA,2022-05-20,Regulatory approval
Lilly to Participate in UBS Global Healthcare Conference 2022,https://lilly.mediaroom.com/2022-05-16-Lilly-to-Participate-in-UBS-Global-Healthcare-Conference-2022,2022-05-16,Management update
"FDA approves Lilly's Mounjaro™ (tirzepatide) injection, the first and only GIP and GLP-1 receptor agonist for the treatment of adults with type 2 diabetes","https://lilly.mediaroom.com/2022-05-13-FDA-approves-Lillys-Mounjaro-TM-tirzepatide-injection,-the-first-and-only-GIP-and-GLP-1-receptor-agonist-for-the-treatment-of-adults-with-type-2-diabetes",2022-05-13,Regulatory approval
Mary Lynne Hedley Elected to Lilly Board of Directors,https://lilly.mediaroom.com/2022-05-06-Mary-Lynne-Hedley-Elected-to-Lilly-Board-of-Directors,2022-05-06,Management update
Lilly to Participate in Bank of America Securities 2022 Healthcare Conference,https://lilly.mediaroom.com/2022-05-03-Lilly-to-Participate-in-Bank-of-America-Securities-2022-Healthcare-Conference,2022-05-03,Management update
Lilly Declares Second-Quarter 2022 Dividend,https://lilly.mediaroom.com/2022-05-02-Lilly-Declares-Second-Quarter-2022-Dividend,2022-05-02,Financial news
Solid First-Quarter Financial Results Reflect Lilly's Continued Momentum into 2022,https://lilly.mediaroom.com/2022-04-28-Solid-First-Quarter-Financial-Results-Reflect-Lillys-Continued-Momentum-into-2022,2022-04-28,Financial news
Lilly's tirzepatide delivered up to 22.5% weight loss in adults with obesity or overweight in SURMOUNT-1,https://lilly.mediaroom.com/2022-04-28-Lillys-tirzepatide-delivered-up-to-22-5-weight-loss-in-adults-with-obesity-or-overweight-in-SURMOUNT-1,2022-04-28,Clinical trial update
Tackling Health Disparities and Inequities for Women with Heart Failure: New Program Encourages Black and Latina Women to Demand More From Their Care,https://lilly.mediaroom.com/2022-04-20-Tackling-Health-Disparities-and-Inequities-for-Women-with-Heart-Failure-New-Program-Encourages-Black-and-Latina-Women-to-Demand-More-From-Their-Care,2022-04-20,Management update
Lilly Confirms Date and Conference Call for First-Quarter 2022 Financial Results Announcement,https://lilly.mediaroom.com/2022-04-19-Lilly-Confirms-Date-and-Conference-Call-for-First-Quarter-2022-Financial-Results-Announcement,2022-04-19,Financial news
Lilly's Lebrikizumab Combined with Topical Corticosteroids Showed Significant Improvements in Disease Severity for Atopic Dermatitis,https://lilly.mediaroom.com/2022-04-11-Lillys-Lebrikizumab-Combined-with-Topical-Corticosteroids-Showed-Significant-Improvements-in-Disease-Severity-for-Atopic-Dermatitis,2022-04-11,Clinical trial update
Lilly Presents Updated Data on Retevmo® (selpercatinib) in Advanced RET Fusion-Positive Non-Small-Cell Lung Cancer (NSCLC) at the 2022 European Lung Cancer Congress,https://lilly.mediaroom.com/2022-04-01-Lilly-Presents-Updated-Data-on-Retevmo-R-selpercatinib-in-Advanced-RET-Fusion-Positive-Non-Small-Cell-Lung-Cancer-NSCLC-at-the-2022-European-Lung-Cancer-Congress,2022-04-01,Clinical trial update
Nearly 40% of Adults with Alopecia Areata Taking OLUMIANT® 4-mg Saw at Least 80% Scalp Hair Coverage at 52 Weeks in Lilly's Pivotal Phase 3 Studies,https://lilly.mediaroom.com/2022-03-26-Nearly-40-of-Adults-with-Alopecia-Areata-Taking-OLUMIANT-R-4-mg-Saw-at-Least-80-Scalp-Hair-Coverage-at-52-Weeks-in-Lillys-Pivotal-Phase-3-Studies,2022-03-26,Clinical trial update
Majority of Patients Treated with Lebrikizumab Achieved Skin Clearance in Lilly's Pivotal Phase 3 Atopic Dermatitis Studies,https://lilly.mediaroom.com/2022-03-26-Majority-of-Patients-Treated-with-Lebrikizumab-Achieved-Skin-Clearance-in-Lillys-Pivotal-Phase-3-Atopic-Dermatitis-Studies,2022-03-26,Clinical trial update
Lilly Announces Complete Response Letter for Sintilimab in Combination with Pemetrexed and Platinum Chemotherapy for the First-Line Treatment of People with Nonsquamous Non-Small Cell Lung Cancer,https://lilly.mediaroom.com/2022-03-24-Lilly-Announces-Complete-Response-Letter-for-Sintilimab-in-Combination-with-Pemetrexed-and-Platinum-Chemotherapy-for-the-First-Line-Treatment-of-People-with-Nonsquamous-Non-Small-Cell-Lung-Cancer,2022-03-24,Regulatory approval
Jardiance® phase III EMPA-KIDNEY trial will stop early due to clear positive efficacy in people with chronic kidney disease,https://lilly.mediaroom.com/2022-03-16-Jardiance-R-phase-III-EMPA-KIDNEY-trial-will-stop-early-due-to-clear-positive-efficacy-in-people-with-chronic-kidney-disease,2022-03-16,Clinical trial update
Lilly Announces Details of Presentations at 2022 American Association for Cancer Research (AACR),https://lilly.mediaroom.com/2022-03-08-Lilly-Announces-Details-of-Presentations-at-2022-American-Association-for-Cancer-Research-AACR,2022-03-08,Clinical trial update
Lilly to Participate in Barclays Global Healthcare Conference,https://lilly.mediaroom.com/2022-03-03-Lilly-to-Participate-in-Barclays-Global-Healthcare-Conference,2022-03-03,Management update
Jardiance® provided a significant clinical benefit in adults stabilized in hospital following acute heart failure in EMPULSE phase III trial,https://lilly.mediaroom.com/2022-03-01-Jardiance-R-provided-a-significant-clinical-benefit-in-adults-stabilized-in-hospital-following-acute-heart-failure-in-EMPULSE-phase-III-trial,2022-03-01,Clinical trial update
Lilly to Participate in Cowen Health Care Conference,https://lilly.mediaroom.com/2022-02-28-Lilly-to-Participate-in-Cowen-Health-Care-Conference,2022-02-28,Management update
US FDA approves Jardiance® (empagliflozin) to treat adults with heart failure regardless of left ventricular ejection fraction,https://lilly.mediaroom.com/2022-02-24-US-FDA-approves-Jardiance-R-empagliflozin-to-treat-adults-with-heart-failure-regardless-of-left-ventricular-ejection-fraction,2022-02-24,Regulatory approval
Lilly Announces the Institute for Genetic Medicine and $700 Million investment in Boston Seaport Site,https://lilly.mediaroom.com/2022-02-22-Lilly-Announces-the-Institute-for-Genetic-Medicine-and-700-Million-investment-in-Boston-Seaport-Site,2022-02-22,Management update
Nearly Two-Thirds of Patients Respond to Mirikizumab Treatment at 12 Weeks in Lilly's First-in-Class Ulcerative Colitis Phase 3 LUCENT-1 Study,https://lilly.mediaroom.com/2022-02-18-Nearly-Two-Thirds-of-Patients-Respond-to-Mirikizumab-Treatment-at-12-Weeks-in-Lillys-First-in-Class-Ulcerative-Colitis-Phase-3-LUCENT-1-Study,2022-02-18,Clinical trial update
Lilly and Breast Cancer Advocacy Organizations Collaborate to Drive Awareness of the Complexities of Early Breast Cancer and the Risk of Recurrence,https://lilly.mediaroom.com/2022-02-16-Lilly-and-Breast-Cancer-Advocacy-Organizations-Collaborate-to-Drive-Awareness-of-the-Complexities-of-Early-Breast-Cancer-and-the-Risk-of-Recurrence,2022-02-16,Management update
Lilly's bebtelovimab receives Emergency Use Authorization for the treatment of mild-to-moderate COVID-19,https://lilly.mediaroom.com/2022-02-11-Lillys-bebtelovimab-receives-Emergency-Use-Authorization-for-the-treatment-of-mild-to-moderate-COVID-19,2022-02-11,Regulatory approval
"Lilly will supply up to 600,000 doses of bebtelovimab to U.S. government in ongoing effort to provide COVID-19 treatment options","https://lilly.mediaroom.com/2022-02-10-Lilly-will-supply-up-to-600,000-doses-of-bebtelovimab-to-U-S-government-in-ongoing-effort-to-provide-COVID-19-treatment-options",2022-02-10,Commercialized drug update
Cynthia Cardona Elected as President of the Lilly Foundation,https://lilly.mediaroom.com/2022-02-10-Cynthia-Cardona-Elected-as-President-of-the-Lilly-Foundation,2022-02-10,Management update
"Lilly Reports Solid Fourth-Quarter and Full-Year 2021 Financial Results, Recent Late-Stage Pipeline Successes Set Up Next Wave of Innovative Medicines for Patients","https://lilly.mediaroom.com/2022-02-03-Lilly-Reports-Solid-Fourth-Quarter-and-Full-Year-2021-Financial-Results,-Recent-Late-Stage-Pipeline-Successes-Set-Up-Next-Wave-of-Innovative-Medicines-for-Patients",2022-02-03,Financial news
UNICEF and Lilly Collaborate to Help Improve Health Outcomes for 10 Million Children and Adolescents,https://lilly.mediaroom.com/2022-02-02-UNICEF-and-Lilly-Collaborate-to-Help-Improve-Health-Outcomes-for-10-Million-Children-and-Adolescents,2022-02-02,Management update
Lilly to Participate in Guggenheim Oncology Conference,https://lilly.mediaroom.com/2022-02-01-Lilly-to-Participate-in-Guggenheim-Oncology-Conference,2022-02-01,Management update
Lilly announces $1 billion investment in new manufacturing facility in North Carolina,https://lilly.mediaroom.com/2022-01-28-Lilly-announces-1-billion-investment-in-new-manufacturing-facility-in-North-Carolina,2022-01-28,Management update
Updates on OLUMIANT® (baricitinib) Phase 3 lupus program and FDA review for atopic dermatitis,https://lilly.mediaroom.com/2022-01-28-Updates-on-OLUMIANT-R-baricitinib-Phase-3-lupus-program-and-FDA-review-for-atopic-dermatitis,2022-01-28,Clinical trial update
Lilly Confirms Date and Conference Call for Fourth-Quarter and Full-Year 2021 Financial Results Announcement,https://lilly.mediaroom.com/2022-01-20-Lilly-Confirms-Date-and-Conference-Call-for-Fourth-Quarter-and-Full-Year-2021-Financial-Results-Announcement,2022-01-20,Financial news
Lilly to Participate in the J.P. Morgan Healthcare Conference,https://lilly.mediaroom.com/2022-01-06-Lilly-to-Participate-in-the-J-P-Morgan-Healthcare-Conference,2022-01-06,Management update
Lilly and Entos Pharmaceuticals Enter into Research and Collaboration Agreement to Support the Development of Innovative Therapies in Multiple Neurologic Indications,https://lilly.mediaroom.com/2022-01-06-Lilly-and-Entos-Pharmaceuticals-Enter-into-Research-and-Collaboration-Agreement-to-Support-the-Development-of-Innovative-Therapies-in-Multiple-Neurologic-Indications,2022-01-06T00:00:00,research collaboration
Lilly's lebrikizumab demonstrated significant skin improvement and itch relief when combined with topical corticosteroids in people with atopic dermatitis in third Phase 3 study,https://lilly.mediaroom.com/2021-12-21-Lillys-lebrikizumab-demonstrated-significant-skin-improvement-and-itch-relief-when-combined-with-topical-corticosteroids-in-people-with-atopic-dermatitis-in-third-Phase-3-study,2021-12-21T00:00:00,clinical trial update
