title,url,date,tags,excerpt
Merck Provides Update on Phase 3 KeyVibe-010 Trial Evaluating an Investigational Coformulation of Vibostolimab and Pembrolizumab as Adjuvant Treatment for Patients With Resected High-Risk Melanoma,https://www.merck.com/news/merck-provides-update-on-phase-3-keyvibe-010-trial-evaluating-an-investigational-coformulation-of-vibostolimab-and-pembrolizumab-as-adjuvant-treatment-for-patients-with-resected-high-risk-melanoma/,2024-05-13,clinical trial update,
"Merck Provides Update on Phase 3 KEYNOTE-B21 Trial Evaluating KEYTRUDA® (pembrolizumab) Plus Chemotherapy, With or Without Radiotherapy, for Patients With Newly Diagnosed, High-Risk Endometrial Cancer After Surgery With Curative Intent",https://www.merck.com/news/merck-provides-update-on-phase-3-keynote-b21-trial-evaluating-keytruda-pembrolizumab-plus-chemotherapy-with-or-without-radiotherapy-for-patients-with-newly-diagnosed-high-risk-endometrial-c/,2024-05-09,clinical trial update,
Merck Expands Access to High-Quality Maternal Care for More Than 30 Million Women Worldwide Through Merck for Mothers,https://www.merck.com/news/merck-expands-access-to-high-quality-maternal-care-for-more-than-30-million-women-worldwide-through-merck-for-mothers/,2024-05-08,Corporate Responsibility News,
Merck to Participate in the Bank of America Securities 2024 Healthcare Conference,https://www.merck.com/news/merck-to-participate-in-the-bank-of-america-securities-2024-healthcare-conference/,2024-05-08,Financial News,
Merck Announces Phase 3 KEYNOTE-811 Trial Met Dual Primary Endpoint of Overall Survival (OS) as First-Line Treatment in Patients With HER2-Positive Advanced Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma,https://www.merck.com/news/merck-announces-phase-3-keynote-811-trial-met-dual-primary-endpoint-of-overall-survival-os-as-first-line-treatment-in-patients-with-her2-positive-advanced-gastric-or-gastroesophageal-junction-gej/,2024-05-01,Clinical trial update,
"Merck Announces Positive Data for V116, an Investigational, 21-Valent Pneumococcal Conjugate Vaccine Specifically Designed for Adults",https://www.merck.com/news/merck-announces-positive-data-for-v116-an-investigational-21-valent-pneumococcal-conjugate-vaccine-specifically-designed-for-adults/,2024-04-29,Clinical trial update,
Merck Announces First-Quarter 2024 Financial Results,https://www.merck.com/news/merck-announces-first-quarter-2024-financial-results/,2024-04-25,Financial News,
"Merck Initiates Phase 3 Clinical Trial of MK-1084, an Investigational Oral KRAS G12C Inhibitor, in Combination with KEYTRUDA® (pembrolizumab) for First-Line Treatment of Certain Patients With Metastatic Non-Small Cell Lung Cancer",https://www.merck.com/news/merck-initiates-phase-3-clinical-trial-of-mk-1084-an-investigational-oral-kras-g12c-inhibitor-in-combination-with-keytruda-pembrolizumab-for-first-line-treatment-of-certain-patients-with-met/,2024-04-04,Clinical trial update,
REJOICE-Ovarian01 Phase 2/3 Trial of Raludotatug Deruxtecan Initiated in Patients With Platinum-Resistant Ovarian Cancer,https://www.merck.com/news/rejoice-ovarian01-phase-2-3-trial-of-raludotatug-deruxtecan-initiated-in-patients-with-platinum-resistant-ovarian-cancer/,2024-04-03,Clinical trial update,
Merck to Hold First-Quarter 2024 Sales and Earnings Conference Call April 25,https://www.merck.com/news/merck-to-hold-first-quarter-2024-sales-and-earnings-conference-call-april-25/,2024-04-01,Financial News,
"European Commission Approves Merck’s KEYTRUDA® (pembrolizumab) Plus Chemotherapy as Neoadjuvant Treatment, Then Continued as Monotherapy as Adjuvant Treatment, for Resectable Non-Small Cell Lung Cancer (NSCLC) at High Risk of Recurrence in Adults",https://www.merck.com/news/european-commission-approves-mercks-keytruda-pembrolizumab-plus-chemotherapy-as-neoadjuvant-treatment-then-continued-as-monotherapy-as-adjuvant-treatment-for-resectable-non-small-ce/,2024-03-28,regulatory approval,
"FDA Approves Merck’s WINREVAIR™ (sotatercept-csrk), a First-in-Class Treatment for Adults with Pulmonary Arterial Hypertension (PAH, WHO* Group 1)",https://www.merck.com/news/fda-approves-mercks-winrevair-sotatercept-csrk-a-first-in-class-treatment-for-adults-with-pulmonary-arterial-hypertension-pah-who-group-1/,2024-03-26,regulatory approval,
Merck Provides Update on Phase 3 KEYLYNK-006 Trial Evaluating KEYTRUDA® (pembrolizumab) Plus Maintenance LYNPARZA® (olaparib) for Certain Patients With Metastatic Nonsquamous Non-Small Cell Lung Cancer,https://www.merck.com/news/merck-provides-update-on-phase-3-keylynk-006-trial-evaluating-keytruda-pembrolizumab-plus-maintenance-lynparza-olaparib-for-certain-patients-with-metastatic-nonsquamous-non-small-cell/,2024-03-21,Clinical trial update,
